ListingPro Lead Form|listing_stats_leads|listingpro-lead-form
ListingPro Plugin|listing_stats_views|listingpro-plugin
ListingPro Plugin|listing_campaigns|listingpro-plugin
ListingPro Plugin|listing_orders|listingpro-plugin
ListingPro Reviews|listing_stats_reviews|listingpro-reviews
LiteSpeed Cache|litespeed_avatar|litespeed-cache
LiteSpeed Cache|litespeed_url|litespeed-cache
LiteSpeed Cache|litespeed_crawler|litespeed-cache
LiteSpeed Cache|litespeed_img_optming|litespeed-cache
LiteSpeed Cache|litespeed_crawler_blacklist|litespeed-cache
Mail logging - WP Mail Catcher|mail_catcher_logs|wp-mail-catcher
Mail logging - WP Mail Catcher|wp0f691email_catcher_logs|wp-mail-catcher
MailerLite|mailerlite_forms|official-mailerlite-sign-up-forms
MailPoet|mailpoet_subscribers|mailpoet
MailPoet|mailpoet_subscriber_segment|mailpoet
MailPoet|mailpoet_segments|mailpoet
MailPoet|mailpoet_newsletter_templates|mailpoet
MailPoet|mailpoet_scheduled_task_subscribers|mailpoet
MailPoet|mailpoet_statistics_newsletters|mailpoet
MailPoet|mailpoet_statistics_opens|mailpoet
MailPoet|mailpoet_scheduled_tasks|mailpoet
MailPoet|mailpoet_sending_queues|mailpoet
MailPoet|mailpoet_user_agents|mailpoet
MailPoet|mailpoet_statistics_clicks|mailpoet
MailPoet|mailpoet_newsletters|mailpoet
MailPoet|mailpoet_statistics_woocommerce_purchases|mailpoet
MailPoet|mailpoet_statistics_unsubscribes|mailpoet
MailPoet|mailpoet_newsletter_links|mailpoet
MailPoet|mailpoet_stats_notifications|mailpoet
MailPoet|mailpoet_subscriber_ips|mailpoet
MailPoet|mailpoet_mapping_to_external_entities|mailpoet
MailPoet|mailpoet_newsletter_segment|mailpoet
MailPoet|mailpoet_settings|mailpoet
MailPoet|mailpoet_custom_fields|mailpoet
MailPoet|mailpoet_newsletter_option|mailpoet
MailPoet|mailpoet_subscriber_custom_field|mailpoet
MailPoet|mailpoet_dynamic_segment_filters|mailpoet
MailPoet|mailpoet_newsletter_option_fields|mailpoet
MailPoet|mailpoet_feature_flags|mailpoet
MailPoet|mailpoet_user_flags|mailpoet
MailPoet|mailpoet_newsletter_posts|mailpoet
MailPoet|mailpoet_statistics_forms|mailpoet
MailPoet|mailpoet_forms|mailpoet
MailPoet|mailpoet_log|mailpoet
MailPoet|mailpoet_statistics_bounces|mailpoet
MailPoet|mailpoet_subscriber_tag|mailpoet
MailPoet|mailpoet_tags|mailpoet
MailPoet|mailpoet_automation_runs|mailpoet
MailPoet|mailpoet_migrations|mailpoet
MailPoet|mailpoet_automation_run_logs|mailpoet
MailPoet|mailpoet_automation_versions|mailpoet
MailPoet|mailpoet_automations|mailpoet
MailPoet|mailpoet_automation_triggers|mailpoet
MailPoet|mailpoet_automation_run_subjects|mailpoet
Mailster|mailster_lists|mailster
Mailster|mailster_subscriber_meta|mailster
Mailster|mailster_subscribers|mailster
Mailster|mailster_forms|mailster
Mailster|mailster_form_fields|mailster
Mailster|mailster_subscriber_fields|mailster
Mailster|mailster_action_opens|mailster
Mailster|mailster_action_sent|mailster
Mailster|mailster_action_bounces|mailster
Mailster|mailster_lists_subscribers|mailster
Mailster|mailster_tags|mailster
Mailster|mailster_logs|mailster
Mailster|mailster_tags_subscribers|mailster
Mailster|mailster_action_errors|mailster
Mailster|mailster_links|mailster
Mailster|mailster_forms_lists|mailster
Mailster|mailster_forms_tags|mailster
Mailster|mailster_action_unsubs|mailster
Mailster|mailster_action_clicks|mailster
Mailster|mailster_queue|mailster
Maps Marker|mmp_maps|maps-marker
Maps Marker|mmp_layers|maps-marker
Maps Marker|mmp_geocoding_cache|maps-marker
Maps Marker|mmp_relationships|maps-marker
Maps Marker|mmp_markers|maps-marker
Matomo Analytics|matomo_log_visit|matomo
Media Cloud|mcloud_task|ilab-media-tools-premium
